MQ7,MQ2,T,U
118.7,105.1,29.38,63.13
118.7,105.1,29.39,63.11
118.7,105.0,29.4,63.09
118.8,105.1,29.41,63.07
118.9,105.2,29.42,63.04
119.0,105.4,29.43,63.02
119.2,105.6,29.44,63.0
119.6,105.8,29.45,62.98
120.0,106.1,29.46,62.95
120.4,106.5,29.47,62.92
120.7,106.8,29.48,62.9
121.0,107.1,29.49,62.87
121.2,107.4,29.5,62.84
121.3,107.6,29.51,62.81
121.4,107.7,29.52,62.78
121.5,107.7,29.53,62.75
121.5,107.8,29.54,62.72
121.4,107.9,29.55,62.68
121.3,107.9,29.56,62.65
121.3,107.8,29.57,62.62
121.2,107.8,29.58,62.59
121.1,107.8,29.59,62.56
121.0,107.7,29.6,62.53
120.9,107.5,29.6,62.5
120.8,107.4,29.6,62.48
120.7,107.4,29.6,62.46
120.6,107.3,29.6,62.44
120.5,107.2,29.6,62.42
120.4,107.1,29.6,62.4
120.2,107.0,29.6,62.38
120.2,107.0,29.6,62.36
120.3,107.0,29.6,62.35
120.4,107.1,29.6,62.34
120.5,107.2,29.61,62.33
120.7,107.4,29.62,62.32
121.0,107.6,29.63,62.3
121.2,107.7,29.64,62.28
121.4,107.9,29.65,62.27
121.6,108.1,29.66,62.26
121.8,108.2,29.67,62.25
122.0,108.3,29.68,62.23
122.1,108.4,29.69,62.21
122.3,108.5,29.7,62.19
122.4,108.7,29.7,62.16
122.4,108.8,29.7,62.13
122.3,108.7,29.7,62.11
122.2,108.6,29.7,62.09
122.1,108.4,29.7,62.07
122.0,108.2,29.7,62.05
122.0,108.2,29.7,62.03
121.9,108.1,29.7,62.01
122.0,108.2,29.71,61.99
122.2,108.4,29.72,61.97
122.7,108.8,29.73,61.96
123.2,109.2,29.74,61.95
123.6,109.7,29.75,61.94
123.8,109.9,29.76,61.93
124.0,110.1,29.77,61.92
124.0,110.1,29.78,61.91
123.9,110.1,29.79,61.9
123.8,110.0,29.8,61.9
123.6,109.8,29.8,61.89
123.3,109.5,29.8,61.88
122.8,109.0,29.8,61.87
122.3,108.5,29.8,61.86
121.9,108.0,29.8,61.85
121.9,108.0,29.8,61.84
121.8,107.9,29.8,61.83
122.0,108.2,29.8,61.82
122.6,108.8,29.81,61.81
123.1,109.3,29.82,61.8
123.5,109.8,29.82,61.79
123.9,110.3,29.83,61.78
124.5,110.9,29.84,61.77
124.9,111.3,29.85,61.76
125.3,111.8,29.86,61.75
125.5,112.1,29.87,61.74
125.5,112.2,29.88,61.72
125.3,112.0,29.89,61.7
124.7,111.3,29.89,61.68
124.2,110.8,29.89,61.66
123.7,110.2,29.9,61.65
123.1,109.6,29.9,61.64
122.4,108.9,29.9,61.63
121.6,108.2,29.9,61.62
120.9,107.5,29.9,61.61
120.6,107.1,29.9,61.6
120.9,107.3,29.9,61.6
121.6,107.9,29.9,61.6
122.6,108.9,29.9,61.6
123.5,109.8,29.9,61.59
124.2,110.6,29.9,61.58
125.2,111.5,29.9,61.58
125.9,112.3,29.9,61.57
126.9,113.2,29.9,61.56
127.6,113.9,29.9,61.56
128.2,114.5,29.9,61.55
129.0,115.3,29.9,61.54
128.8,115.1,29.9,61.53
128.3,114.6,29.9,61.52
127.8,114.1,29.9,61.52
127.9,114.1,29.91,61.52
127.6,113.8,29.91,61.5
127.5,113.7,29.92,61.49
127.3,113.6,29.93,61.48
127.5,113.7,29.94,61.46
127.5,113.7,29.95,61.45
127.0,113.2,29.96,61.44
127.2,113.4,29.97,61.43
127.4,113.6,29.98,61.42
127.5,113.8,29.99,61.4
127.3,113.7,29.99,61.38
127.3,113.7,29.99,61.37
127.4,113.8,29.99,61.36
127.6,113.9,29.99,61.35
127.5,113.9,29.99,61.34
127.2,113.7,29.99,61.33
126.9,113.5,29.99,61.32
126.7,113.3,29.99,61.31
126.4,113.1,29.99,61.3
126.4,113.0,29.99,61.3
126.3,112.8,29.99,61.3
126.1,112.6,30.0,61.29
125.8,112.3,30.0,61.28
125.4,112.0,30.0,61.27
125.2,111.8,30.0,61.26
125.3,111.8,30.0,61.25
125.4,111.8,30.0,61.24
125.5,112.0,30.0,61.22
125.6,112.0,30.0,61.2
125.6,112.0,30.0,61.18
125.8,112.2,30.0,61.16
126.0,112.5,30.0,61.15
126.3,112.7,30.0,61.13
126.5,112.8,30.0,61.11
126.7,113.0,30.0,61.09
126.7,113.0,30.0,61.07
126.6,112.9,30.0,61.05
126.2,112.4,30.0,61.04
125.1,111.4,30.0,61.03
124.1,110.4,30.0,61.02
122.9,109.2,30.0,61.01
121.9,108.1,30.0,61.0
120.8,107.0,30.0,61.0
119.9,106.1,30.0,61.0
119.0,105.1,30.0,61.0
118.2,104.3,30.0,61.0
117.6,103.7,30.0,61.0
117.2,103.3,30.0,61.0
117.6,103.6,30.0,61.0
117.9,103.9,30.0,61.0
118.2,104.2,30.0,61.0
118.4,104.4,30.0,61.0
118.6,104.6,30.0,61.0
118.8,104.9,30.0,61.0
118.9,105.0,30.0,61.0
119.0,105.1,30.0,61.01
119.0,105.1,30.0,61.01
119.0,105.2,30.0,61.01
119.0,105.2,30.0,61.01
119.0,105.2,30.0,61.01
119.0,105.3,30.0,61.01
119.0,105.3,30.0,61.01
119.0,105.3,30.0,61.01
119.0,105.2,30.0,61.01
119.0,105.2,30.0,61.0
119.0,105.2,30.0,60.98
119.1,105.4,30.0,60.97
119.4,105.6,30.0,60.96
119.9,106.1,30.0,60.95
120.1,106.3,30.0,60.94
121.0,107.1,30.0,60.93
122.1,108.3,30.0,60.92
122.6,108.8,30.0,60.91
123.9,110.1,30.0,60.91
125.7,112.0,30.0,60.92
127.2,113.5,30.0,60.93
128.3,114.5,30.0,60.93
129.0,115.3,30.0,60.93
129.6,115.9,30.0,60.93
130.4,116.8,30.0,60.93
130.8,117.2,30.0,60.93
130.7,117.1,30.0,60.93
131.2,117.6,30.0,60.93
130.8,117.2,30.0,60.92
129.6,116.0,30.0,60.91
129.0,115.5,30.0,60.9
129.0,115.5,30.0,60.9
129.1,115.5,30.0,60.9
129.1,115.6,30.0,60.9
128.7,115.1,30.0,60.9
127.9,114.3,30.0,60.9
126.7,113.0,30.0,60.9
125.5,111.9,30.0,60.9
124.5,110.9,30.0,60.9
123.8,110.1,30.0,60.9
122.9,109.1,30.0,60.9
121.7,107.9,30.0,60.9
120.7,106.9,30.0,60.9
119.7,105.8,30.0,60.9
119.2,105.3,30.0,60.9
118.8,104.9,30.0,60.9
119.1,105.2,30.0,60.9
119.4,105.4,30.0,60.9
119.6,105.6,30.01,60.9
119.8,105.8,30.01,60.9
119.9,105.9,30.01,60.9
120.0,106.0,30.01,60.9
120.1,106.0,30.02,60.9
120.2,106.1,30.03,60.89
120.3,106.2,30.03,60.88
120.4,106.3,30.04,60.87
120.4,106.3,30.05,60.86
120.4,106.3,30.05,60.85
120.3,106.2,30.05,60.84
120.3,106.2,30.06,60.83
120.3,106.2,30.07,60.82
120.3,106.2,30.08,60.81
120.2,106.2,30.08,60.8
120.1,106.1,30.07,60.79
120.0,106.0,30.07,60.78
119.9,105.9,30.06,60.77
119.9,105.9,30.06,60.76
119.9,105.9,30.07,60.75
120.0,106.0,30.07,60.74
120.0,106.0,30.07,60.73
120.0,106.0,30.07,60.72
120.0,106.0,30.07,60.71
120.0,106.0,30.07,60.7
120.0,106.0,30.08,60.7
120.1,106.0,30.09,60.7
120.2,106.0,30.09,60.7
120.2,106.0,30.09,60.7
120.2,106.0,30.09,60.7
120.2,106.0,30.09,60.7
120.3,106.0,30.09,60.7
120.4,106.0,30.09,60.7
120.5,106.0,30.08,60.7
120.5,106.0,30.07,60.7
120.6,106.1,30.06,60.7
120.6,106.2,30.05,60.7
120.6,106.3,30.05,60.71
120.7,106.4,30.04,60.72
120.8,106.5,30.03,60.73
120.9,106.6,30.02,60.74
120.9,106.7,30.01,60.75
120.9,106.8,30.0,60.76
121.0,107.0,30.0,60.77
121.2,107.2,29.99,60.78
121.4,107.3,29.98,60.79
121.7,107.6,29.97,60.81
122.1,108.0,29.96,60.82
122.1,108.0,29.95,60.83
122.3,108.2,29.94,60.84
122.6,108.5,29.93,60.85
122.9,108.8,29.92,60.86
123.1,109.1,29.91,60.88
123.3,109.3,29.9,60.9
123.4,109.4,29.9,60.92
123.4,109.5,29.9,60.94
123.2,109.4,29.9,60.96
122.9,109.2,29.89,60.98
123.0,109.3,29.88,61.0
122.9,109.3,29.87,61.02
122.8,109.1,29.87,61.04
122.6,108.9,29.86,61.06
122.5,108.7,29.85,61.08
122.3,108.6,29.84,61.1
122.2,108.5,29.84,61.12
122.1,108.4,29.83,61.14
122.1,108.4,29.83,61.15
122.1,108.3,29.84,61.16
122.1,108.3,29.84,61.17
122.1,108.2,29.84,61.18
122.0,108.2,29.83,61.19
122.0,108.3,29.83,61.2
122.0,108.4,29.83,61.2
122.0,108.3,29.83,61.2
122.0,108.3,29.82,61.2
122.0,108.3,29.82,61.2
122.0,108.2,29.81,61.2
122.0,108.2,29.8,61.2
122.0,108.2,29.8,61.2
121.9,108.1,29.8,61.2
121.8,108.0,29.8,61.2
121.7,107.8,29.8,61.21
121.6,107.6,29.8,61.22
121.6,107.6,29.79,61.23
121.6,107.6,29.78,61.24
121.6,107.6,29.77,61.25
121.6,107.6,29.76,61.26
121.6,107.6,29.75,61.28
121.6,107.6,29.74,61.3
121.6,107.6,29.73,61.32
121.6,107.6,29.72,61.35
121.6,107.6,29.71,61.37
121.6,107.6,29.7,61.39
121.5,107.5,29.7,61.41
121.4,107.4,29.7,61.44
121.3,107.3,29.7,61.47
121.1,107.1,29.7,61.5
120.9,106.9,29.7,61.52
120.7,106.7,29.7,61.54
120.6,106.7,29.7,61.56
120.5,106.7,29.7,61.57
120.4,106.6,29.7,61.58
120.3,106.6,29.69,61.59
120.2,106.5,29.69,61.6
120.1,106.5,29.69,61.6
120.0,106.5,29.69,61.6
120.0,106.5,29.69,61.6
120.0,106.6,29.69,61.6
120.0,106.7,29.69,61.6
120.0,106.6,29.68,61.6
120.0,106.5,29.67,61.6
120.0,106.5,29.66,61.6
120.0,106.4,29.66,61.6
119.9,106.4,29.65,61.6
119.8,106.3,29.64,61.6
119.7,106.2,29.63,61.61
119.7,106.2,29.62,61.62
119.7,106.1,29.61,61.63
119.6,106.0,29.61,61.64
119.5,106.0,29.62,61.65
119.4,106.0,29.63,61.66
119.3,105.9,29.64,61.67
119.1,105.8,29.65,61.68
119.1,105.7,29.66,61.68
119.1,105.6,29.67,61.68
119.1,105.5,29.68,61.67
119.0,105.4,29.69,61.66
118.9,105.3,29.7,61.65
118.8,105.2,29.7,61.64
118.7,105.1,29.7,61.63
118.6,104.9,29.7,61.62
118.5,104.8,29.7,61.61
118.4,104.6,29.7,61.6
118.1,104.3,29.7,61.6
117.7,103.9,29.7,61.6
117.3,103.5,29.7,61.6
116.9,103.1,29.7,61.6
116.4,102.7,29.69,61.6
116.1,102.3,29.69,61.6
115.7,101.9,29.68,61.6
115.3,101.5,29.67,61.6
114.9,101.2,29.66,61.6
114.6,101.0,29.65,61.61
114.4,100.9,29.64,61.62
114.3,100.8,29.63,61.63
114.2,100.7,29.62,61.64
114.1,100.6,29.61,61.65
114.1,100.5,29.61,61.66
114.0,100.4,29.6,61.68
114.0,100.3,29.6,61.7
114.0,100.4,29.6,61.72
114.1,100.3,29.6,61.74
114.1,100.2,29.6,61.75
114.2,100.1,29.6,61.76
114.2,100.1,29.6,61.77
114.2,100.1,29.6,61.78
114.2,100.1,29.6,61.79
114.2,100.1,29.6,61.8
114.2,100.1,29.6,61.8
114.2,100.1,29.6,61.8
114.2,100.0,29.6,61.8
114.1,100.0,29.6,61.8
114.1,100.0,29.6,61.8
114.0,100.0,29.6,61.8
114.0,100.0,29.6,61.8
114.1,100.0,29.6,61.81
114.1,100.0,29.6,61.82
114.1,100.0,29.6,61.82
114.2,100.0,29.6,61.82
114.2,100.0,29.6,61.82
114.2,100.1,29.6,61.82
114.2,100.1,29.6,61.82
114.2,100.2,29.6,61.82
114.2,100.2,29.6,61.82
114.3,100.2,29.6,61.82
114.2,100.2,29.6,61.8
114.2,100.2,29.6,61.79
114.2,100.3,29.6,61.78
114.1,100.3,29.6,61.77
114.1,100.4,29.61,61.76
114.1,100.3,29.61,61.75
114.1,100.4,29.61,61.74
114.1,100.3,29.61,61.73
114.1,100.3,29.61,61.72
114.0,100.3,29.61,61.71
114.0,100.3,29.61,61.71
114.0,100.3,29.61,61.7
114.0,100.2,29.62,61.7
114.0,100.2,29.63,61.7
114.0,100.1,29.62,61.7
114.0,100.1,29.63,61.7
114.0,100.0,29.64,61.7
114.0,100.0,29.65,61.7
114.0,100.0,29.66,61.7
114.0,100.0,29.67,61.7
114.0,100.0,29.68,61.69
114.0,100.0,29.69,61.68
114.0,100.0,29.69,61.67
114.0,100.0,29.69,61.66
114.0,100.0,29.7,61.65
114.0,100.0,29.7,61.64
114.0,100.0,29.7,61.63
114.0,100.0,29.71,61.62
114.0,100.0,29.72,61.61
114.0,100.0,29.73,61.59
114.0,100.0,29.74,61.58
114.0,100.0,29.75,61.57
114.0,100.0,29.76,61.56
114.0,100.0,29.77,61.55
114.0,100.0,29.78,61.53
114.0,100.0,29.79,61.51
114.0,100.0,29.8,61.49
114.0,100.0,29.8,61.47
114.0,100.0,29.8,61.44
114.0,100.0,29.8,61.42
114.0,100.0,29.8,61.4
114.0,100.0,29.8,61.38
114.0,100.0,29.8,61.36
114.0,100.0,29.8,61.34
114.0,100.0,29.8,61.33
114.0,100.0,29.8,61.32
114.0,100.0,29.8,61.31
114.0,100.0,29.8,61.3
114.0,100.0,29.8,61.3
114.0,100.0,29.8,61.3
114.0,100.0,29.8,61.3
114.0,100.0,29.8,61.3
114.0,100.0,29.8,61.3
114.0,100.0,29.8,61.3
114.0,100.0,29.8,61.3
114.0,100.0,29.8,61.3
114.0,100.0,29.8,61.3
113.9,100.0,29.8,61.3
113.9,100.0,29.8,61.31
113.9,100.0,29.8,61.31
113.9,100.0,29.8,61.31
113.9,100.0,29.8,61.31
113.8,100.0,29.8,61.31
113.8,100.0,29.81,61.31
113.8,100.0,29.81,61.31
113.7,100.0,29.81,61.31
113.7,100.0,29.81,61.3
113.8,100.0,29.82,61.29
113.8,100.0,29.82,61.28
113.8,100.0,29.82,61.27
113.8,100.0,29.82,61.26
113.8,100.0,29.82,61.25
113.9,100.0,29.83,61.24
113.9,100.0,29.83,61.23
113.9,100.0,29.84,61.22
114.0,100.1,29.85,61.21
114.0,100.1,29.86,61.21
114.0,100.1,29.85,61.21
114.0,100.1,29.85,61.2
114.0,100.1,29.85,61.2
114.0,100.1,29.86,61.2
114.0,100.1,29.86,61.2
114.0,100.1,29.85,61.2
114.1,100.1,29.84,61.2
114.1,100.2,29.83,61.2
114.1,100.2,29.82,61.2
114.1,100.2,29.81,61.2
114.1,100.2,29.81,61.2
114.1,100.2,29.81,61.2
114.1,100.2,29.81,61.2
114.1,100.2,29.8,61.2
114.1,100.2,29.8,61.2
114.1,100.2,29.8,61.2
114.0,100.2,29.8,61.2
114.0,100.1,29.8,61.2
114.0,100.0,29.8,61.2
114.0,100.0,29.8,61.2
114.0,100.0,29.8,61.2
114.0,100.0,29.8,61.2
114.0,100.0,29.8,61.2
114.0,100.0,29.81,61.2
114.0,100.0,29.82,61.19
114.0,100.0,29.83,61.18
114.0,100.0,29.84,61.17
113.9,100.0,29.85,61.16
113.9,100.0,29.86,61.15
113.9,100.0,29.87,61.14
113.9,100.0,29.88,61.13
113.9,100.0,29.89,61.12
113.9,100.0,29.9,61.11
113.9,100.0,29.9,61.1
113.9,100.0,29.9,61.1
113.8,100.0,29.9,61.1
113.8,100.0,29.9,61.1
113.9,100.0,29.9,61.1
113.9,100.0,29.9,61.1
113.9,100.0,29.9,61.1
113.8,100.0,29.9,61.1
113.8,100.0,29.9,61.1
113.8,100.0,29.9,61.09
113.8,100.0,29.9,61.08
113.8,100.0,29.9,61.07
113.9,100.0,29.9,61.06
113.9,100.0,29.9,61.05
113.9,100.0,29.9,61.04
113.9,100.0,29.9,61.03
113.9,100.0,29.9,61.02
114.0,100.0,29.91,61.01
114.0,100.0,29.92,60.99
114.0,100.0,29.92,60.98
114.0,100.0,29.93,60.97
114.0,100.0,29.93,60.96
114.0,100.0,29.94,60.95
114.0,100.0,29.95,60.94
114.0,100.0,29.95,60.93
113.9,100.0,29.95,60.92
113.9,100.0,29.96,60.91
113.9,100.0,29.96,60.9
113.9,100.0,29.96,60.9
113.9,100.0,29.97,60.9
113.9,100.0,29.97,60.9
113.9,100.0,29.97,60.9
113.9,100.0,29.96,60.9
113.9,100.0,29.96,60.9
113.9,100.0,29.96,60.9
114.0,100.0,29.96,60.9
114.0,100.0,29.95,60.9
114.0,100.0,29.94,60.9
114.0,100.0,29.93,60.9
114.0,100.0,29.92,60.91
114.0,100.0,29.91,60.92
114.0,100.0,29.91,60.93
114.0,100.0,29.91,60.94
113.9,100.0,29.9,60.95
113.9,100.0,29.9,60.96
113.9,100.0,29.9,60.97
113.9,100.0,29.89,60.99
113.8,100.0,29.89,61.01
113.8,100.0,29.88,61.03
113.8,100.0,29.88,61.04
113.8,100.0,29.88,61.05
113.8,100.0,29.88,61.06
113.8,100.0,29.88,61.07
113.9,100.0,29.87,61.08
113.9,100.0,29.86,61.09
113.9,100.0,29.85,61.1
113.9,100.0,29.85,61.11
113.9,100.0,29.84,61.12
113.9,100.0,29.84,61.13
113.8,100.0,29.83,61.14
113.7,100.0,29.82,61.15
113.6,100.0,29.81,61.16
113.5,100.0,29.8,61.17
113.5,100.0,29.8,61.18
113.4,100.0,29.8,61.19
113.4,100.0,29.8,61.2
113.4,100.0,29.8,61.2
113.5,100.0,29.8,61.2
113.5,100.0,29.8,61.2
113.6,100.0,29.8,61.2
113.7,100.0,29.8,61.2
113.8,100.0,29.8,61.2
113.9,100.0,29.8,61.2
113.9,100.0,29.8,61.2
114.0,100.0,29.8,61.2
113.9,100.0,29.8,61.2
113.9,100.0,29.8,61.2
113.9,100.0,29.8,61.21
113.9,100.0,29.79,61.22
113.9,100.0,29.79,61.23
113.9,100.0,29.79,61.24
113.9,100.0,29.78,61.25
113.9,100.0,29.77,61.26
113.9,100.0,29.76,61.27
113.9,100.0,29.75,61.28
114.0,100.0,29.74,61.29
114.0,100.0,29.73,61.31
114.0,100.0,29.72,61.32
114.0,100.0,29.72,61.33
114.0,100.0,29.71,61.34
114.0,100.0,29.7,61.35
114.0,100.0,29.69,61.37
114.0,100.0,29.68,61.39
114.0,100.1,29.67,61.41
114.0,100.2,29.66,61.44
114.1,100.3,29.65,61.47
114.2,100.4,29.64,61.49
114.3,100.5,29.63,61.51
114.4,100.6,29.62,61.54
114.5,100.7,29.61,61.57
114.6,100.8,29.6,61.6
114.7,100.9,29.6,61.62
114.8,101.0,29.6,61.64
114.9,101.0,29.6,61.66
115.0,101.0,29.6,61.67
114.9,101.0,29.6,61.68
114.8,100.9,29.6,61.69
114.7,100.8,29.6,61.7
114.6,100.7,29.6,61.7
114.5,100.6,29.6,61.7
114.4,100.5,29.6,61.7
114.3,100.4,29.6,61.7
114.2,100.3,29.6,61.7
114.1,100.2,29.6,61.7
114.0,100.1,29.6,61.7
114.0,100.0,29.6,61.7
114.0,100.0,29.6,61.7
114.0,100.0,29.6,61.7
114.0,100.1,29.6,61.7
114.0,100.1,29.61,61.69
114.0,100.1,29.61,61.68
114.0,100.1,29.61,61.67
114.0,100.2,29.62,61.66
114.0,100.3,29.63,61.65
114.0,100.4,29.64,61.64
114.0,100.4,29.65,61.63
114.0,100.5,29.66,61.62
114.0,100.6,29.67,61.61
114.0,100.6,29.68,61.59
114.0,100.6,29.68,61.58
114.0,100.7,29.69,61.57
114.0,100.8,29.7,61.56
114.0,100.8,29.7,61.55
114.0,100.8,29.7,61.54
114.0,100.8,29.7,61.53
114.0,100.9,29.71,61.52
114.0,100.9,29.71,61.51
114.0,100.9,29.72,61.5
114.0,100.9,29.73,61.5
114.0,101.0,29.74,61.5
114.0,101.0,29.75,61.5
114.0,101.0,29.76,61.5
114.0,101.0,29.77,61.5
114.0,101.0,29.78,61.5
114.0,101.0,29.79,61.5
114.0,101.0,29.79,61.5
114.0,101.0,29.8,61.5
114.0,101.0,29.79,61.5
114.1,101.0,29.79,61.5
114.1,101.0,29.79,61.5
114.1,101.0,29.78,61.5
114.1,101.0,29.77,61.5
114.1,101.0,29.77,61.5
114.1,101.0,29.76,61.5
114.1,101.0,29.76,61.5
114.1,101.0,29.75,61.5
114.1,101.0,29.74,61.5
114.1,101.0,29.74,61.5
114.0,101.0,29.73,61.5
114.0,101.0,29.72,61.5
114.0,101.0,29.72,61.5
114.0,101.0,29.72,61.5
114.0,101.0,29.71,61.5
114.0,101.0,29.71,61.5
114.0,101.0,29.7,61.5
114.0,101.0,29.7,61.5
114.0,101.0,29.7,61.5
114.1,101.0,29.7,61.5
114.2,101.0,29.71,61.5
114.3,101.0,29.72,61.5
114.3,101.0,29.73,61.51
114.4,101.0,29.74,61.51
114.5,101.0,29.75,61.51
114.6,101.0,29.76,61.51
114.7,101.0,29.76,61.51
114.8,101.0,29.77,61.51
114.9,101.0,29.77,61.51
114.9,101.0,29.77,61.51
114.8,101.0,29.77,61.51
114.8,101.0,29.76,61.51
114.9,101.0,29.75,61.5
114.9,101.0,29.74,61.5
114.9,101.0,29.73,61.5
114.8,101.0,29.72,61.5
114.7,101.0,29.72,61.5
114.7,101.0,29.71,61.5
114.7,101.0,29.71,61.51
114.7,101.0,29.72,61.52
114.8,101.0,29.71,61.52
114.8,101.0,29.72,61.52
114.8,101.0,29.72,61.52
114.8,101.0,29.72,61.52
114.8,101.0,29.72,61.52
114.9,101.0,29.72,61.52
115.0,101.0,29.72,61.53
115.0,101.0,29.72,61.54
115.0,101.0,29.72,61.54
115.0,101.0,29.71,61.54
115.0,101.0,29.71,61.55
115.0,101.0,29.7,61.57
115.0,101.0,29.7,61.59
115.0,101.0,29.7,61.61
115.0,101.0,29.7,61.63
115.1,101.1,29.7,61.65
115.2,101.2,29.7,61.66
115.2,101.3,29.7,61.67
115.2,101.3,29.7,61.68
115.2,101.4,29.7,61.69
115.2,101.5,29.7,61.7
115.2,101.5,29.7,61.71
115.2,101.6,29.7,61.72
115.2,101.7,29.7,61.73
115.2,101.7,29.7,61.74
115.1,101.6,29.7,61.75
115.0,101.6,29.7,61.76
115.0,101.6,29.7,61.77
115.0,101.7,29.7,61.78
115.0,101.6,29.7,61.79
115.0,101.5,29.7,61.8
115.0,101.5,29.7,61.8
115.0,101.4,29.7,61.8
115.0,101.4,29.7,61.8
115.0,101.4,29.7,61.79
115.0,101.4,29.7,61.79
115.0,101.3,29.7,61.78
115.0,101.3,29.7,61.77
115.0,101.3,29.7,61.76
115.0,101.4,29.7,61.75
115.0,101.5,29.7,61.75
115.0,101.6,29.7,61.75
115.0,101.7,29.7,61.75
115.0,101.7,29.7,61.75
115.0,101.8,29.7,61.76
115.0,101.8,29.7,61.76
115.0,101.9,29.7,61.77
115.0,101.9,29.7,61.78
115.0,101.9,29.69,61.79
115.0,101.9,29.68,61.8
115.0,101.9,29.67,61.8
115.0,101.9,29.66,61.81
115.0,101.9,29.65,61.82
115.0,101.9,29.64,61.83
115.0,101.9,29.63,61.84
115.0,101.9,29.62,61.85
115.0,101.9,29.61,61.86
115.0,101.8,29.6,61.88
115.0,101.8,29.6,61.89
115.0,101.8,29.6,61.91
115.0,101.8,29.6,61.93
115.0,101.8,29.6,61.94
115.0,101.8,29.6,61.95
115.0,101.8,29.6,61.96
115.0,101.8,29.6,61.97
115.0,101.9,29.6,61.98
115.0,101.9,29.6,61.99
115.0,102.0,29.59,61.99
115.0,102.0,29.58,62.0
115.0,102.0,29.57,62.01
115.0,102.0,29.56,62.02
115.0,102.0,29.55,62.03
115.0,102.0,29.54,62.04
115.0,102.0,29.53,62.06
115.0,102.0,29.52,62.08
115.0,102.0,29.51,62.1
115.0,102.0,29.5,62.12
115.0,102.0,29.5,62.15
115.0,102.0,29.5,62.18
115.1,102.0,29.49,62.2
115.2,102.0,29.48,62.22
115.2,102.0,29.47,62.25
115.2,102.0,29.46,62.28
115.2,102.0,29.45,62.3
115.3,102.0,29.44,62.32
115.4,102.0,29.43,62.34
115.5,102.0,29.42,62.37
115.5,102.0,29.41,62.39
115.6,102.0,29.4,62.41
115.5,102.0,29.4,62.43
115.5,102.0,29.4,62.46
115.6,102.0,29.4,62.48
115.7,102.0,29.4,62.5
115.8,102.0,29.4,62.52
115.8,102.0,29.4,62.54
115.8,102.0,29.4,62.57
115.8,102.0,29.4,62.59
115.9,102.0,29.4,62.61
115.8,102.0,29.4,62.63
115.9,102.0,29.4,62.65
115.8,102.0,29.4,62.66
115.7,102.0,29.39,62.67
115.6,102.0,29.39,62.68
115.5,102.0,29.39,62.69
115.5,102.0,29.39,62.7
115.5,102.0,29.38,62.7
115.5,102.0,29.37,62.7
115.5,102.0,29.36,62.7
115.6,102.0,29.35,62.71
115.6,102.0,29.34,62.72
115.7,102.0,29.33,62.73
115.8,102.0,29.33,62.74
115.9,102.0,29.32,62.75
116.0,102.0,29.31,62.77
116.0,102.0,29.3,62.79
116.0,102.0,29.3,62.81
116.0,102.0,29.3,62.83
116.0,102.1,29.3,62.86
116.0,102.1,29.3,62.88
116.0,102.1,29.3,62.9
116.0,102.1,29.3,62.92
116.0,102.1,29.3,62.94
116.0,102.1,29.3,62.96
116.0,102.1,29.29,62.97
116.0,102.1,29.28,62.98
116.0,102.1,29.27,63.0
116.0,102.1,29.26,63.02
116.0,102.0,29.26,63.03
116.0,102.1,29.25,63.04
116.0,102.2,29.25,63.05
116.0,102.3,29.24,63.06
116.0,102.4,29.23,63.07
116.0,102.5,29.22,63.08
116.0,102.6,29.22,63.09
116.1,102.7,29.22,63.1
116.1,102.7,29.22,63.1
116.1,102.8,29.22,63.1
116.1,102.8,29.21,63.11
116.1,102.8,29.21,63.12
116.1,102.7,29.2,63.13
116.1,102.7,29.19,63.14
116.1,102.7,29.18,63.16
116.1,102.7,29.17,63.18
116.1,102.7,29.16,63.2
116.0,102.6,29.15,63.23
116.0,102.6,29.14,63.26
116.0,102.5,29.13,63.29
116.0,102.5,29.12,63.31
116.0,102.5,29.11,63.34
116.0,102.5,29.1,63.37
116.0,102.5,29.1,63.4
116.0,102.4,29.1,63.42
116.0,102.4,29.1,63.44
116.0,102.3,29.1,63.46
116.0,102.4,29.1,63.47
116.0,102.5,29.11,63.48
116.0,102.6,29.12,63.49
116.1,102.7,29.13,63.5
116.2,102.7,29.14,63.5
116.3,102.8,29.15,63.5
116.4,102.8,29.16,63.5
116.5,103.0,29.17,63.5
116.6,103.0,29.18,63.49
116.7,103.1,29.19,63.48
116.8,103.1,29.2,63.47
116.9,103.2,29.2,63.46
117.0,103.3,29.2,63.45
117.0,103.4,29.2,63.44
117.0,103.5,29.2,63.43
117.1,103.6,29.2,63.42
117.1,103.7,29.2,63.41
117.1,103.6,29.2,63.4
117.1,103.7,29.2,63.4
117.1,103.7,29.2,63.4
117.1,103.8,29.2,63.4
117.1,103.8,29.2,63.4
117.1,103.8,29.2,63.4
117.1,103.8,29.2,63.41
117.1,103.8,29.2,63.42
117.0,103.8,29.2,63.43
117.0,103.8,29.2,63.44
117.0,103.9,29.19,63.45
117.0,103.8,29.18,63.46
117.0,103.8,29.17,63.47
117.0,103.7,29.16,63.48
117.0,103.6,29.15,63.49
116.9,103.5,29.14,63.5
116.8,103.4,29.13,63.5
116.8,103.3,29.12,63.5
116.8,103.2,29.11,63.51
116.8,103.1,29.1,63.52
116.8,103.0,29.1,63.53
116.8,103.0,29.1,63.54
116.8,103.1,29.1,63.55
116.8,103.1,29.1,63.56
116.8,103.2,29.1,63.57
116.9,103.3,29.1,63.58
